Archive ID,Title,Volume,Image Count,SI Libraries URL,BHL URL,Internet Archive URL
annualreportofbo1899smit,Annual report of the Board of Regents of the Smithsonian Institution,1899 [Includes Report USNM],884,https://library.si.edu/digital-library/book/annualreportofbo1899smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1899smit,https://archive.org/details/annualreportofbo1899smit
smithsonianyears1992smit,Smithsonian year ... supplement : chronology and appendices,1992,248,https://library.si.edu/digital-library/book/smithsonianyears1992smit,http://www.biodiversitylibrary.org/ia/smithsonianyears1992smit,https://archive.org/details/smithsonianyears1992smit
statementbysecre1983smit,Statement by the Secretary,1983,86,https://library.si.edu/digital-library/book/statementbysecre1983smit,http://www.biodiversitylibrary.org/ia/statementbysecre1983smit,https://archive.org/details/statementbysecre1983smit
smithsonianyeara1999smit,Smithsonian year : annual report of the Smithsonian Institution for the year ended Sept. 30 ..,1999,126,https://library.si.edu/digital-library/book/smithsonianyeara1999smit,http://www.biodiversitylibrary.org/ia/smithsonianyeara1999smit,https://archive.org/details/smithsonianyeara1999smit
annualreportofbo1907smitfo,Annual report of the Board of Regents of the Smithsonian Institution,1907,924,https://library.si.edu/digital-library/book/annualreportofbo1907smitfo,http://www.biodiversitylibrary.org/ia/annualreportofbo1907smitfo,https://archive.org/details/annualreportofbo1907smitfo
annualreportofbo1961smit,Annual report of the Board of Regents of the Smithsonian Institution,1961,692,https://library.si.edu/digital-library/book/annualreportofbo1961smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1961smit,https://archive.org/details/annualreportofbo1961smit
annualreportofbo1861smith,Annual report of the Board of Regents of the Smithsonian Institution,1861,486,https://library.si.edu/digital-library/book/annualreportofbo1861smith,http://www.biodiversitylibrary.org/ia/annualreportofbo1861smith,https://archive.org/details/annualreportofbo1861smith
annualreportofbo1949smit,Annual report of the Board of Regents of the Smithsonian Institution,1949,532,https://library.si.edu/digital-library/book/annualreportofbo1949smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1949smit,https://archive.org/details/annualreportofbo1949smit
annualreportofbo1899smitfo,Annual report of the Board of Regents of the Smithsonian Institution,1899,938,https://library.si.edu/digital-library/book/annualreportofbo1899smitfo,http://www.biodiversitylibrary.org/ia/annualreportofbo1899smitfo,https://archive.org/details/annualreportofbo1899smitfo
annualreportofbo1950smit,Annual report of the Board of Regents of the Smithsonian Institution,1950,634,https://library.si.edu/digital-library/book/annualreportofbo1950smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1950smit,https://archive.org/details/annualreportofbo1950smit
smithsonianyeara1978smit,Smithsonian year : annual report of the Smithsonian Institution for the year ended Sept. 30 ..,1978,544,https://library.si.edu/digital-library/book/smithsonianyeara1978smit,http://www.biodiversitylibrary.org/ia/smithsonianyeara1978smit,https://archive.org/details/smithsonianyeara1978smit
annualreportofbo18851smith,Annual report of the Board of Regents of the Smithsonian Institution,1885:pt.1,1034,https://library.si.edu/digital-library/book/annualreportofbo18851smith,http://www.biodiversitylibrary.org/ia/annualreportofbo18851smith,https://archive.org/details/annualreportofbo18851smith
annualreportofbo1864smit,Annual report of the Board of Regents of the Smithsonian Institution,1864,470,https://library.si.edu/digital-library/book/annualreportofbo1864smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1864smit,https://archive.org/details/annualreportofbo1864smit
annualreportofbo18972smit,Annual report of the Board of Regents of the Smithsonian Institution,1897:pt.2 [Includes Report USNM],764,https://library.si.edu/digital-library/book/annualreportofbo18972smit,http://www.biodiversitylibrary.org/ia/annualreportofbo18972smit,https://archive.org/details/annualreportofbo18972smit
annualreportofbo1936smit,Annual report of the Board of Regents of the Smithsonian Institution,1936,598,https://library.si.edu/digital-library/book/annualreportofbo1936smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1936smit,https://archive.org/details/annualreportofbo1936smit
annualreportofbo1964smit,Annual report of the Board of Regents of the Smithsonian Institution,1964,652,https://library.si.edu/digital-library/book/annualreportofbo1964smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1964smit,https://archive.org/details/annualreportofbo1964smit
annualreportofbo1880smit,Annual report of the Board of Regents of the Smithsonian Institution,1880,796,https://library.si.edu/digital-library/book/annualreportofbo1880smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1880smit,https://archive.org/details/annualreportofbo1880smit
smithsonianyeara8890smit,Smithsonian year : annual report of the Smithsonian Institution for the year ended Sept. 30 ..,1988-90,640,https://library.si.edu/digital-library/book/smithsonianyeara8890smit,http://www.biodiversitylibrary.org/ia/smithsonianyeara8890smit,https://archive.org/details/smithsonianyeara8890smit
annualreportofbo1905smitfo,Annual report of the Board of Regents of the Smithsonian Institution,1905,712,https://library.si.edu/digital-library/book/annualreportofbo1905smitfo,http://www.biodiversitylibrary.org/ia/annualreportofbo1905smitfo,https://archive.org/details/annualreportofbo1905smitfo
annualreportofbo1878smit,Annual report of the Board of Regents of the Smithsonian Institution,1878,592,https://library.si.edu/digital-library/book/annualreportofbo1878smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1878smit,https://archive.org/details/annualreportofbo1878smit
annualreportofbo1902smit,Annual report of the Board of Regents of the Smithsonian Institution,1902,898,https://library.si.edu/digital-library/book/annualreportofbo1902smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1902smit,https://archive.org/details/annualreportofbo1902smit
annualreportofbo1895smit,Annual report of the Board of Regents of the Smithsonian Institution,1895 [Includes Report USNM],1538,https://library.si.edu/digital-library/book/annualreportofbo1895smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1895smit,https://archive.org/details/annualreportofbo1895smit
annualreportofbo1959smit,Annual report of the Board of Regents of the Smithsonian Institution,1959,830,https://library.si.edu/digital-library/book/annualreportofbo1959smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1959smit,https://archive.org/details/annualreportofbo1959smit
annualreportofbo1871smit,Annual report of the Board of Regents of the Smithsonian Institution,1871,490,https://library.si.edu/digital-library/book/annualreportofbo1871smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1871smit,https://archive.org/details/annualreportofbo1871smit
explorationsfiel192426smit,Explorations and field-work of the Smithsonian Institution in ..,1924-1926,586,https://library.si.edu/digital-library/book/explorationsfiel192426smit,http://www.biodiversitylibrary.org/ia/explorationsfiel192426smit,https://archive.org/details/explorationsfiel192426smit
smithsonianyear1967smit,Smithsonian year,1967,544,https://library.si.edu/digital-library/book/smithsonianyear1967smit,http://www.biodiversitylibrary.org/ia/smithsonianyear1967smit,https://archive.org/details/smithsonianyear1967smit
statementbysecre1977smit,Statement by the Secretary,1977,86,https://library.si.edu/digital-library/book/statementbysecre1977smit,http://www.biodiversitylibrary.org/ia/statementbysecre1977smit,https://archive.org/details/statementbysecre1977smit
annualreportofbo1945smit,Annual report of the Board of Regents of the Smithsonian Institution,1945,598,https://library.si.edu/digital-library/book/annualreportofbo1945smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1945smit,https://archive.org/details/annualreportofbo1945smit
annualreportofbo1889smit,Annual report of the Board of Regents of the Smithsonian Institution,1889,882,https://library.si.edu/digital-library/book/annualreportofbo1889smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1889smit,https://archive.org/details/annualreportofbo1889smit
annualreportofbo1910smits,Annual report of the Board of Regents of the Smithsonian Institution,1910,856,https://library.si.edu/digital-library/book/annualreportofbo1910smits,http://www.biodiversitylibrary.org/ia/annualreportofbo1910smits,https://archive.org/details/annualreportofbo1910smits
annualreportofbo1923smit,Annual report of the Board of Regents of the Smithsonian Institution,1923,720,https://library.si.edu/digital-library/book/annualreportofbo1923smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1923smit,https://archive.org/details/annualreportofbo1923smit
annualreportofbo1859smit,Annual report of the Board of Regents of the Smithsonian Institution,1859,470,https://library.si.edu/digital-library/book/annualreportofbo1859smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1859smit,https://archive.org/details/annualreportofbo1859smit
annualreportofbo1890smit,Annual report of the Board of Regents of the Smithsonian Institution,1890,858,https://library.si.edu/digital-library/book/annualreportofbo1890smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1890smit,https://archive.org/details/annualreportofbo1890smit
annualreportofbo18862smit,Annual report of the Board of Regents of the Smithsonian Institution,1886:pt.2 [Includes Report USNM],914,https://library.si.edu/digital-library/book/annualreportofbo18862smit,http://www.biodiversitylibrary.org/ia/annualreportofbo18862smit,https://archive.org/details/annualreportofbo18862smit
smithsonianyeara2000smit,Smithsonian year : annual report of the Smithsonian Institution for the year ended Sept. 30 ..,2000,102,https://library.si.edu/digital-library/book/smithsonianyeara2000smit,http://www.biodiversitylibrary.org/ia/smithsonianyeara2000smit,https://archive.org/details/smithsonianyeara2000smit
smithsonianyears1987smit,Smithsonian year ... supplement : chronology and appendices,1987,418,https://library.si.edu/digital-library/book/smithsonianyears1987smit,http://www.biodiversitylibrary.org/ia/smithsonianyears1987smit,https://archive.org/details/smithsonianyears1987smit
annualreportofbo1868smit,Annual report of the Board of Regents of the Smithsonian Institution,1868,494,https://library.si.edu/digital-library/book/annualreportofbo1868smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1868smit,https://archive.org/details/annualreportofbo1868smit
annualreportofbo1912smit,Annual report of the Board of Regents of the Smithsonian Institution,1912,890,https://library.si.edu/digital-library/book/annualreportofbo1912smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1912smit,https://archive.org/details/annualreportofbo1912smit
annualreportofbo1940smit,Annual report of the Board of Regents of the Smithsonian Institution,1940,656,https://library.si.edu/digital-library/book/annualreportofbo1940smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1940smit,https://archive.org/details/annualreportofbo1940smit
annualreportofbo1874smit,Annual report of the Board of Regents of the Smithsonian Institution,1874,436,https://library.si.edu/digital-library/book/annualreportofbo1874smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1874smit,https://archive.org/details/annualreportofbo1874smit
annualreportofbo1926smit,Annual report of the Board of Regents of the Smithsonian Institution,1926,716,https://library.si.edu/digital-library/book/annualreportofbo1926smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1926smit,https://archive.org/details/annualreportofbo1926smit
annualreportofbo1894smit,Annual report of the Board of Regents of the Smithsonian Institution,1894,982,https://library.si.edu/digital-library/book/annualreportofbo1894smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1894smit,https://archive.org/details/annualreportofbo1894smit
annualreportofbo1958smit,Annual report of the Board of Regents of the Smithsonian Institution,1958,702,https://library.si.edu/digital-library/book/annualreportofbo1958smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1958smit,https://archive.org/details/annualreportofbo1958smit
annualreportfory1959united,Annual report for the year ended June 30 ...,1959,192,https://library.si.edu/digital-library/book/annualreportfory1959united,http://www.biodiversitylibrary.org/ia/annualreportfory1959united,https://archive.org/details/annualreportfory1959united
annualreportofbo1870smit,Annual report of the Board of Regents of the Smithsonian Institution,1870,532,https://library.si.edu/digital-library/book/annualreportofbo1870smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1870smit,https://archive.org/details/annualreportofbo1870smit
annualreportofbo1944smit,Annual report of the Board of Regents of the Smithsonian Institution,1944,576,https://library.si.edu/digital-library/book/annualreportofbo1944smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1944smit,https://archive.org/details/annualreportofbo1944smit
annualreportofbo1888smit,Annual report of the Board of Regents of the Smithsonian Institution,1888,896,https://library.si.edu/digital-library/book/annualreportofbo1888smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1888smit,https://archive.org/details/annualreportofbo1888smit
annualreportofbo1922smit,Annual report of the Board of Regents of the Smithsonian Institution,1922,736,https://library.si.edu/digital-library/book/annualreportofbo1922smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1922smit,https://archive.org/details/annualreportofbo1922smit
annualreportfory1958united,Annual report for the year ended June 30 ...,1958,166,https://library.si.edu/digital-library/book/annualreportfory1958united,http://www.biodiversitylibrary.org/ia/annualreportfory1958united,https://archive.org/details/annualreportfory1958united
annualreportofbo18501852smit,Annual report of the Board of Regents of the Smithsonian Institution,1850-1852,596,https://library.si.edu/digital-library/book/annualreportofbo18501852smit,http://www.biodiversitylibrary.org/ia/annualreportofbo18501852smit,https://archive.org/details/annualreportofbo18501852smit
annualreportofbo1858smit,Annual report of the Board of Regents of the Smithsonian Institution,1858,468,https://library.si.edu/digital-library/book/annualreportofbo1858smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1858smit,https://archive.org/details/annualreportofbo1858smit
annualreportofbo1888smith,Annual report of the Board of Regents of the Smithsonian Institution,1888,902,https://library.si.edu/digital-library/book/annualreportofbo1888smith,http://www.biodiversitylibrary.org/ia/annualreportofbo1888smith,https://archive.org/details/annualreportofbo1888smith
annualreportofbo1891smit,Annual report of the Board of Regents of the Smithsonian Institution,1891,784,https://library.si.edu/digital-library/book/annualreportofbo1891smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1891smit,https://archive.org/details/annualreportofbo1891smit
smithsonianyear7071smit,Smithsonian year,1970-71,512,https://library.si.edu/digital-library/book/smithsonianyear7071smit,http://www.biodiversitylibrary.org/ia/smithsonianyear7071smit,https://archive.org/details/smithsonianyear7071smit
smithsonianyears1986smit,Smithsonian year ... supplement : chronology and appendices,1986,396,https://library.si.edu/digital-library/book/smithsonianyears1986smit,http://www.biodiversitylibrary.org/ia/smithsonianyears1986smit,https://archive.org/details/smithsonianyears1986smit
annualreportofbo1869smit,Annual report of the Board of Regents of the Smithsonian Institution,1869,450,https://library.si.edu/digital-library/book/annualreportofbo1869smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1869smit,https://archive.org/details/annualreportofbo1869smit
annualreportofbo1913smit,Annual report of the Board of Regents of the Smithsonian Institution,1913,1030,https://library.si.edu/digital-library/book/annualreportofbo1913smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1913smit,https://archive.org/details/annualreportofbo1913smit
annualreportofbo1941smit,Annual report of the Board of Regents of the Smithsonian Institution,1941,752,https://library.si.edu/digital-library/book/annualreportofbo1941smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1941smit,https://archive.org/details/annualreportofbo1941smit
annualreportofbo1875smit,Annual report of the Board of Regents of the Smithsonian Institution,1875,558,https://library.si.edu/digital-library/book/annualreportofbo1875smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1875smit,https://archive.org/details/annualreportofbo1875smit
explorationsfie193740smit,Explorations and field-work of the Smithsonian Institution in ..,1937-1940,474,https://library.si.edu/digital-library/book/explorationsfie193740smit,http://www.biodiversitylibrary.org/ia/explorationsfie193740smit,https://archive.org/details/explorationsfie193740smit
explorationsfiel192123smit,Explorations and field-work of the Smithsonian Institution in ..,1921-1923,464,https://library.si.edu/digital-library/book/explorationsfiel192123smit,http://www.biodiversitylibrary.org/ia/explorationsfiel192123smit,https://archive.org/details/explorationsfiel192123smit
annualreportofbo1927smit,Annual report of the Board of Regents of the Smithsonian Institution,1927,718,https://library.si.edu/digital-library/book/annualreportofbo1927smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1927smit,https://archive.org/details/annualreportofbo1927smit
annualreportofbo1915smits,Annual report of the Board of Regents of the Smithsonian Institution,1915,706,https://library.si.edu/digital-library/book/annualreportofbo1915smits,http://www.biodiversitylibrary.org/ia/annualreportofbo1915smits,https://archive.org/details/annualreportofbo1915smits
annualreportofbo1897smit,Annual report of the Board of Regents of the Smithsonian Institution,1897,964,https://library.si.edu/digital-library/book/annualreportofbo1897smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1897smit,https://archive.org/details/annualreportofbo1897smit
annualreportfory1957united,Annual report for the year ended June 30 ...,1957,152,https://library.si.edu/digital-library/book/annualreportfory1957united,http://www.biodiversitylibrary.org/ia/annualreportfory1957united,https://archive.org/details/annualreportfory1957united
smithsonianyear1965smit,Smithsonian year,1965,526,https://library.si.edu/digital-library/book/smithsonianyear1965smit,http://www.biodiversitylibrary.org/ia/smithsonianyear1965smit,https://archive.org/details/smithsonianyear1965smit
annualreportofbo1873smit,Annual report of the Board of Regents of the Smithsonian Institution,1873,472,https://library.si.edu/digital-library/book/annualreportofbo1873smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1873smit,https://archive.org/details/annualreportofbo1873smit
annualreportofbo1947smit,Annual report of the Board of Regents of the Smithsonian Institution,1947,568,https://library.si.edu/digital-library/book/annualreportofbo1947smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1947smit,https://archive.org/details/annualreportofbo1947smit
annualreportofbo18851smit,Annual report of the Board of Regents of the Smithsonian Institution,1885:pt.1,1030,https://library.si.edu/digital-library/book/annualreportofbo18851smit,http://www.biodiversitylibrary.org/ia/annualreportofbo18851smit,https://archive.org/details/annualreportofbo18851smit
annualreportofbo1909smit,Annual report of the Board of Regents of the Smithsonian Institution,1909,948,https://library.si.edu/digital-library/book/annualreportofbo1909smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1909smit,https://archive.org/details/annualreportofbo1909smit
annualreportofbo1921smit,Annual report of the Board of Regents of the Smithsonian Institution,1921,794,https://library.si.edu/digital-library/book/annualreportofbo1921smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1921smit,https://archive.org/details/annualreportofbo1921smit
annualreportfory1956united,Annual report for the year ended June 30 ...,1956,134,https://library.si.edu/digital-library/book/annualreportfory1956united,http://www.biodiversitylibrary.org/ia/annualreportfory1956united,https://archive.org/details/annualreportfory1956united
annualreportfory1955united,Annual report for the year ended June 30 ...,1955,132,https://library.si.edu/digital-library/book/annualreportfory1955united,http://www.biodiversitylibrary.org/ia/annualreportfory1955united,https://archive.org/details/annualreportfory1955united
annualreportofbo1938smit,Annual report of the Board of Regents of the Smithsonian Institution,1938,740,https://library.si.edu/digital-library/book/annualreportofbo1938smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1938smit,https://archive.org/details/annualreportofbo1938smit
annualreportofbo1892smit,Annual report of the Board of Regents of the Smithsonian Institution,1892,882,https://library.si.edu/digital-library/book/annualreportofbo1892smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1892smit,https://archive.org/details/annualreportofbo1892smit
smithsonianyears1985smit,Smithsonian year ... supplement : chronology and appendices,1985,438,https://library.si.edu/digital-library/book/smithsonianyears1985smit,http://www.biodiversitylibrary.org/ia/smithsonianyears1985smit,https://archive.org/details/smithsonianyears1985smit
annualreportofbo1893smith,Annual report of the Board of Regents of the Smithsonian Institution,1893 [Includes Report USNM],1270,https://library.si.edu/digital-library/book/annualreportofbo1893smith,http://www.biodiversitylibrary.org/ia/annualreportofbo1893smith,https://archive.org/details/annualreportofbo1893smith
annualreportofbo1903smith,Annual report of the Board of Regents of the Smithsonian Institution,1903,1120,https://library.si.edu/digital-library/book/annualreportofbo1903smith,http://www.biodiversitylibrary.org/ia/annualreportofbo1903smith,https://archive.org/details/annualreportofbo1903smith
annualreportofbo1942smit,Annual report of the Board of Regents of the Smithsonian Institution,1942,534,https://library.si.edu/digital-library/book/annualreportofbo1942smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1942smit,https://archive.org/details/annualreportofbo1942smit
annualreportofbo1876smit,Annual report of the Board of Regents of the Smithsonian Institution,1876,538,https://library.si.edu/digital-library/book/annualreportofbo1876smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1876smit,https://archive.org/details/annualreportofbo1876smit
annualreportfory1954united,Annual report for the year ended June 30 ...,1954,120,https://library.si.edu/digital-library/book/annualreportfory1954united,http://www.biodiversitylibrary.org/ia/annualreportfory1954united,https://archive.org/details/annualreportfory1954united
annualreportofbo1924smit,Annual report of the Board of Regents of the Smithsonian Institution,1924,678,https://library.si.edu/digital-library/book/annualreportofbo1924smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1924smit,https://archive.org/details/annualreportofbo1924smit
annualreportfory1952united,Annual report for the year ended June 30 ...,1952,116,https://library.si.edu/digital-library/book/annualreportfory1952united,http://www.biodiversitylibrary.org/ia/annualreportfory1952united,https://archive.org/details/annualreportfory1952united
annualreportofbo1891smitso,Annual report of the Board of Regents of the Smithsonian Institution,1891 [Includes Report USNM],1136,https://library.si.edu/digital-library/book/annualreportofbo1891smitso,http://www.biodiversitylibrary.org/ia/annualreportofbo1891smitso,https://archive.org/details/annualreportofbo1891smitso
annualreportofbo1880smith,Annual report of the Board of Regents of the Smithsonian Institution,1880,798,https://library.si.edu/digital-library/book/annualreportofbo1880smith,http://www.biodiversitylibrary.org/ia/annualreportofbo1880smith,https://archive.org/details/annualreportofbo1880smith
annualreportofbo1896smit,Annual report of the Board of Regents of the Smithsonian Institution,1896 [Includes Report USNM],1628,https://library.si.edu/digital-library/book/annualreportofbo1896smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1896smit,https://archive.org/details/annualreportofbo1896smit
smithsonianyear7273smit,Smithsonian year,1972-73,644,https://library.si.edu/digital-library/book/smithsonianyear7273smit,http://www.biodiversitylibrary.org/ia/smithsonianyear7273smit,https://archive.org/details/smithsonianyear7273smit
annualreportofbo1872smit,Annual report of the Board of Regents of the Smithsonian Institution,1872,466,https://library.si.edu/digital-library/book/annualreportofbo1872smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1872smit,https://archive.org/details/annualreportofbo1872smit
annualreportofbo1890smith,Annual report of the Board of Regents of the Smithsonian Institution,1890,904,https://library.si.edu/digital-library/book/annualreportofbo1890smith,http://www.biodiversitylibrary.org/ia/annualreportofbo1890smith,https://archive.org/details/annualreportofbo1890smith
annualreportofbo1946smit,Annual report of the Board of Regents of the Smithsonian Institution,1946,522,https://library.si.edu/digital-library/book/annualreportofbo1946smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1946smit,https://archive.org/details/annualreportofbo1946smit
annualreportfory1953united,Annual report for the year ended June 30 ...,1953,116,https://library.si.edu/digital-library/book/annualreportfory1953united,http://www.biodiversitylibrary.org/ia/annualreportfory1953united,https://archive.org/details/annualreportfory1953united
annualreportofbo1920smit,Annual report of the Board of Regents of the Smithsonian Institution,1920,974,https://library.si.edu/digital-library/book/annualreportofbo1920smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1920smit,https://archive.org/details/annualreportofbo1920smit
annualreportofb1898smit,Annual report of the Board of Regents of the Smithsonian Institution,1898,824,https://library.si.edu/digital-library/book/annualreportofb1898smit,http://www.biodiversitylibrary.org/ia/annualreportofb1898smit,https://archive.org/details/annualreportofb1898smit
annualreportofbo18861smit,Annual report of the Board of Regents of the Smithsonian Institution,1886:pt.1,986,https://library.si.edu/digital-library/book/annualreportofbo18861smit,http://www.biodiversitylibrary.org/ia/annualreportofbo18861smit,https://archive.org/details/annualreportofbo18861smit
annualreportofbo1893smit,Annual report of the Board of Regents of the Smithsonian Institution,1893,1124,https://library.si.edu/digital-library/book/annualreportofbo1893smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1893smit,https://archive.org/details/annualreportofbo1893smit
annualreportofbo1943smit,Annual report of the Board of Regents of the Smithsonian Institution,1943,792,https://library.si.edu/digital-library/book/annualreportofbo1943smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1943smit,https://archive.org/details/annualreportofbo1943smit
annualreportofbo1877smit,Annual report of the Board of Regents of the Smithsonian Institution,1877,516,https://library.si.edu/digital-library/book/annualreportofbo1877smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1877smit,https://archive.org/details/annualreportofbo1877smit
annualreportofbo1876smith,Annual report of the Board of Regents of the Smithsonian Institution,1876,544,https://library.si.edu/digital-library/book/annualreportofbo1876smith,http://www.biodiversitylibrary.org/ia/annualreportofbo1876smith,https://archive.org/details/annualreportofbo1876smith
annualreportfory1951united,Annual report for the year ended June 30 ...,1951,134,https://library.si.edu/digital-library/book/annualreportfory1951united,http://www.biodiversitylibrary.org/ia/annualreportfory1951united,https://archive.org/details/annualreportfory1951united
annualreportofbo1925smit,Annual report of the Board of Regents of the Smithsonian Institution,1925,756,https://library.si.edu/digital-library/book/annualreportofbo1925smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1925smit,https://archive.org/details/annualreportofbo1925smit
