,Archive ID,Title,Volume,Image Count,SI Libraries URL,BHL URL,Internet Archive URL,BHL Link URL
131,annualreportofbo18862smit,Annual report of the Board of Regents of the Smithsonian Institution,1886:pt.2 [Includes Report USNM],914,https://library.si.edu/digital-library/book/annualreportofbo18862smit,http://www.biodiversitylibrary.org/ia/annualreportofbo18862smit,https://archive.org/details/annualreportofbo18862smit,https://www.biodiversitylibrary.org/itempdf/33420
132,smithsonianyeara2000smit,Smithsonian year : annual report of the Smithsonian Institution for the year ended Sept. 30 ..,2000,102,https://library.si.edu/digital-library/book/smithsonianyeara2000smit,http://www.biodiversitylibrary.org/ia/smithsonianyeara2000smit,https://archive.org/details/smithsonianyeara2000smit,https://www.biodiversitylibrary.org/itempdf/10771
133,smithsonianyears1987smit,Smithsonian year ... supplement : chronology and appendices,1987,418,https://library.si.edu/digital-library/book/smithsonianyears1987smit,http://www.biodiversitylibrary.org/ia/smithsonianyears1987smit,https://archive.org/details/smithsonianyears1987smit,https://www.biodiversitylibrary.org/itempdf/12394
134,annualreportofbo1868smit,Annual report of the Board of Regents of the Smithsonian Institution,1868,494,https://library.si.edu/digital-library/book/annualreportofbo1868smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1868smit,https://archive.org/details/annualreportofbo1868smit,https://www.biodiversitylibrary.org/itempdf/33079
135,annualreportofbo1912smit,Annual report of the Board of Regents of the Smithsonian Institution,1912,890,https://library.si.edu/digital-library/book/annualreportofbo1912smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1912smit,https://archive.org/details/annualreportofbo1912smit,https://www.biodiversitylibrary.org/itempdf/33425
136,annualreportofbo1940smit,Annual report of the Board of Regents of the Smithsonian Institution,1940,656,https://library.si.edu/digital-library/book/annualreportofbo1940smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1940smit,https://archive.org/details/annualreportofbo1940smit,https://www.biodiversitylibrary.org/itempdf/33522
137,annualreportofbo1874smit,Annual report of the Board of Regents of the Smithsonian Institution,1874,436,https://library.si.edu/digital-library/book/annualreportofbo1874smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1874smit,https://archive.org/details/annualreportofbo1874smit,https://www.biodiversitylibrary.org/itempdf/33388
138,annualreportofbo1926smit,Annual report of the Board of Regents of the Smithsonian Institution,1926,716,https://library.si.edu/digital-library/book/annualreportofbo1926smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1926smit,https://archive.org/details/annualreportofbo1926smit,https://www.biodiversitylibrary.org/itempdf/53776
139,annualreportofbo1894smit,Annual report of the Board of Regents of the Smithsonian Institution,1894,982,https://library.si.edu/digital-library/book/annualreportofbo1894smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1894smit,https://archive.org/details/annualreportofbo1894smit,https://www.biodiversitylibrary.org/itempdf/35916
140,annualreportofbo1958smit,Annual report of the Board of Regents of the Smithsonian Institution,1958,702,https://library.si.edu/digital-library/book/annualreportofbo1958smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1958smit,https://archive.org/details/annualreportofbo1958smit,https://www.biodiversitylibrary.org/itempdf/52238
141,annualreportfory1959united,Annual report for the year ended June 30 ...,1959,192,https://library.si.edu/digital-library/book/annualreportfory1959united,http://www.biodiversitylibrary.org/ia/annualreportfory1959united,https://archive.org/details/annualreportfory1959united,https://www.biodiversitylibrary.org/itempdf/99018
142,annualreportofbo1870smit,Annual report of the Board of Regents of the Smithsonian Institution,1870,532,https://library.si.edu/digital-library/book/annualreportofbo1870smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1870smit,https://archive.org/details/annualreportofbo1870smit,https://www.biodiversitylibrary.org/itempdf/35624
143,annualreportofbo1944smit,Annual report of the Board of Regents of the Smithsonian Institution,1944,576,https://library.si.edu/digital-library/book/annualreportofbo1944smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1944smit,https://archive.org/details/annualreportofbo1944smit,https://www.biodiversitylibrary.org/itempdf/51421
144,annualreportofbo1888smit,Annual report of the Board of Regents of the Smithsonian Institution,1888,896,https://library.si.edu/digital-library/book/annualreportofbo1888smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1888smit,https://archive.org/details/annualreportofbo1888smit,https://www.biodiversitylibrary.org/itempdf/33448
145,annualreportofbo1922smit,Annual report of the Board of Regents of the Smithsonian Institution,1922,736,https://library.si.edu/digital-library/book/annualreportofbo1922smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1922smit,https://archive.org/details/annualreportofbo1922smit,https://www.biodiversitylibrary.org/itempdf/53418
146,annualreportfory1958united,Annual report for the year ended June 30 ...,1958,166,https://library.si.edu/digital-library/book/annualreportfory1958united,http://www.biodiversitylibrary.org/ia/annualreportfory1958united,https://archive.org/details/annualreportfory1958united,https://www.biodiversitylibrary.org/itempdf/98956
147,annualreportofbo18501852smit,Annual report of the Board of Regents of the Smithsonian Institution,1850-1852,596,https://library.si.edu/digital-library/book/annualreportofbo18501852smit,http://www.biodiversitylibrary.org/ia/annualreportofbo18501852smit,https://archive.org/details/annualreportofbo18501852smit,https://www.biodiversitylibrary.org/itempdf/35614
148,annualreportofbo1858smit,Annual report of the Board of Regents of the Smithsonian Institution,1858,468,https://library.si.edu/digital-library/book/annualreportofbo1858smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1858smit,https://archive.org/details/annualreportofbo1858smit,https://www.biodiversitylibrary.org/itempdf/33466
149,annualreportofbo1888smith,Annual report of the Board of Regents of the Smithsonian Institution,1888,902,https://library.si.edu/digital-library/book/annualreportofbo1888smith,http://www.biodiversitylibrary.org/ia/annualreportofbo1888smith,https://archive.org/details/annualreportofbo1888smith,https://www.biodiversitylibrary.org/itempdf/33481
150,annualreportofbo1891smit,Annual report of the Board of Regents of the Smithsonian Institution,1891,784,https://library.si.edu/digital-library/book/annualreportofbo1891smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1891smit,https://archive.org/details/annualreportofbo1891smit,https://www.biodiversitylibrary.org/itempdf/52614
151,smithsonianyear7071smit,Smithsonian year,1970-71,512,https://library.si.edu/digital-library/book/smithsonianyear7071smit,http://www.biodiversitylibrary.org/ia/smithsonianyear7071smit,https://archive.org/details/smithsonianyear7071smit,https://www.biodiversitylibrary.org/itempdf/83471
152,smithsonianyears1986smit,Smithsonian year ... supplement : chronology and appendices,1986,396,https://library.si.edu/digital-library/book/smithsonianyears1986smit,http://www.biodiversitylibrary.org/ia/smithsonianyears1986smit,https://archive.org/details/smithsonianyears1986smit,https://www.biodiversitylibrary.org/itempdf/12394
153,annualreportofbo1869smit,Annual report of the Board of Regents of the Smithsonian Institution,1869,450,https://library.si.edu/digital-library/book/annualreportofbo1869smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1869smit,https://archive.org/details/annualreportofbo1869smit,https://www.biodiversitylibrary.org/itempdf/33411
154,annualreportofbo1913smit,Annual report of the Board of Regents of the Smithsonian Institution,1913,1030,https://library.si.edu/digital-library/book/annualreportofbo1913smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1913smit,https://archive.org/details/annualreportofbo1913smit,https://www.biodiversitylibrary.org/itempdf/53608
155,annualreportofbo1941smit,Annual report of the Board of Regents of the Smithsonian Institution,1941,752,https://library.si.edu/digital-library/book/annualreportofbo1941smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1941smit,https://archive.org/details/annualreportofbo1941smit,https://www.biodiversitylibrary.org/itempdf/33470
156,annualreportofbo1875smit,Annual report of the Board of Regents of the Smithsonian Institution,1875,558,https://library.si.edu/digital-library/book/annualreportofbo1875smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1875smit,https://archive.org/details/annualreportofbo1875smit,https://www.biodiversitylibrary.org/itempdf/33408
157,explorationsfie193740smit,Explorations and field-work of the Smithsonian Institution in ..,1937-1940,474,https://library.si.edu/digital-library/book/explorationsfie193740smit,http://www.biodiversitylibrary.org/ia/explorationsfie193740smit,https://archive.org/details/explorationsfie193740smit,https://www.biodiversitylibrary.org/itempdf/12647
158,explorationsfiel192123smit,Explorations and field-work of the Smithsonian Institution in ..,1921-1923,464,https://library.si.edu/digital-library/book/explorationsfiel192123smit,http://www.biodiversitylibrary.org/ia/explorationsfiel192123smit,https://archive.org/details/explorationsfiel192123smit,https://www.biodiversitylibrary.org/itempdf/53750
159,annualreportofbo1927smit,Annual report of the Board of Regents of the Smithsonian Institution,1927,718,https://library.si.edu/digital-library/book/annualreportofbo1927smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1927smit,https://archive.org/details/annualreportofbo1927smit,https://www.biodiversitylibrary.org/itempdf/54080
160,annualreportofbo1915smits,Annual report of the Board of Regents of the Smithsonian Institution,1915,706,https://library.si.edu/digital-library/book/annualreportofbo1915smits,http://www.biodiversitylibrary.org/ia/annualreportofbo1915smits,https://archive.org/details/annualreportofbo1915smits,https://www.biodiversitylibrary.org/itempdf/53518
161,annualreportofbo1897smit,Annual report of the Board of Regents of the Smithsonian Institution,1897,964,https://library.si.edu/digital-library/book/annualreportofbo1897smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1897smit,https://archive.org/details/annualreportofbo1897smit,https://www.biodiversitylibrary.org/itempdf/98490
162,annualreportfory1957united,Annual report for the year ended June 30 ...,1957,152,https://library.si.edu/digital-library/book/annualreportfory1957united,http://www.biodiversitylibrary.org/ia/annualreportfory1957united,https://archive.org/details/annualreportfory1957united,https://www.biodiversitylibrary.org/itempdf/99126
163,smithsonianyear1965smit,Smithsonian year,1965,526,https://library.si.edu/digital-library/book/smithsonianyear1965smit,http://www.biodiversitylibrary.org/ia/smithsonianyear1965smit,https://archive.org/details/smithsonianyear1965smit,https://www.biodiversitylibrary.org/itempdf/83463
164,annualreportofbo1873smit,Annual report of the Board of Regents of the Smithsonian Institution,1873,472,https://library.si.edu/digital-library/book/annualreportofbo1873smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1873smit,https://archive.org/details/annualreportofbo1873smit,https://www.biodiversitylibrary.org/itempdf/10078
165,annualreportofbo1947smit,Annual report of the Board of Regents of the Smithsonian Institution,1947,568,https://library.si.edu/digital-library/book/annualreportofbo1947smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1947smit,https://archive.org/details/annualreportofbo1947smit,https://www.biodiversitylibrary.org/itempdf/35609
166,annualreportofbo18851smit,Annual report of the Board of Regents of the Smithsonian Institution,1885:pt.1,1030,https://library.si.edu/digital-library/book/annualreportofbo18851smit,http://www.biodiversitylibrary.org/ia/annualreportofbo18851smit,https://archive.org/details/annualreportofbo18851smit,https://www.biodiversitylibrary.org/itempdf/33436
167,annualreportofbo1909smit,Annual report of the Board of Regents of the Smithsonian Institution,1909,948,https://library.si.edu/digital-library/book/annualreportofbo1909smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1909smit,https://archive.org/details/annualreportofbo1909smit,https://www.biodiversitylibrary.org/itempdf/53267
168,annualreportofbo1921smit,Annual report of the Board of Regents of the Smithsonian Institution,1921,794,https://library.si.edu/digital-library/book/annualreportofbo1921smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1921smit,https://archive.org/details/annualreportofbo1921smit,https://www.biodiversitylibrary.org/itempdf/33424
169,annualreportfory1956united,Annual report for the year ended June 30 ...,1956,134,https://library.si.edu/digital-library/book/annualreportfory1956united,http://www.biodiversitylibrary.org/ia/annualreportfory1956united,https://archive.org/details/annualreportfory1956united,https://www.biodiversitylibrary.org/itempdf/99125
170,annualreportfory1955united,Annual report for the year ended June 30 ...,1955,132,https://library.si.edu/digital-library/book/annualreportfory1955united,http://www.biodiversitylibrary.org/ia/annualreportfory1955united,https://archive.org/details/annualreportfory1955united,https://www.biodiversitylibrary.org/itempdf/99133
171,annualreportofbo1938smit,Annual report of the Board of Regents of the Smithsonian Institution,1938,740,https://library.si.edu/digital-library/book/annualreportofbo1938smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1938smit,https://archive.org/details/annualreportofbo1938smit,https://www.biodiversitylibrary.org/itempdf/53263
172,annualreportofbo1892smit,Annual report of the Board of Regents of the Smithsonian Institution,1892,882,https://library.si.edu/digital-library/book/annualreportofbo1892smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1892smit,https://archive.org/details/annualreportofbo1892smit,https://www.biodiversitylibrary.org/itempdf/33491
173,smithsonianyears1985smit,Smithsonian year ... supplement : chronology and appendices,1985,438,https://library.si.edu/digital-library/book/smithsonianyears1985smit,http://www.biodiversitylibrary.org/ia/smithsonianyears1985smit,https://archive.org/details/smithsonianyears1985smit,https://www.biodiversitylibrary.org/itempdf/12393
174,annualreportofbo1893smith,Annual report of the Board of Regents of the Smithsonian Institution,1893 [Includes Report USNM],1270,https://library.si.edu/digital-library/book/annualreportofbo1893smith,http://www.biodiversitylibrary.org/ia/annualreportofbo1893smith,https://archive.org/details/annualreportofbo1893smith,https://www.biodiversitylibrary.org/itempdf/35915
175,annualreportofbo1903smith,Annual report of the Board of Regents of the Smithsonian Institution,1903,1120,https://library.si.edu/digital-library/book/annualreportofbo1903smith,http://www.biodiversitylibrary.org/ia/annualreportofbo1903smith,https://archive.org/details/annualreportofbo1903smith,https://www.biodiversitylibrary.org/itempdf/91388
176,annualreportofbo1942smit,Annual report of the Board of Regents of the Smithsonian Institution,1942,534,https://library.si.edu/digital-library/book/annualreportofbo1942smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1942smit,https://archive.org/details/annualreportofbo1942smit,https://www.biodiversitylibrary.org/itempdf/35567
177,annualreportofbo1876smit,Annual report of the Board of Regents of the Smithsonian Institution,1876,538,https://library.si.edu/digital-library/book/annualreportofbo1876smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1876smit,https://archive.org/details/annualreportofbo1876smit,https://www.biodiversitylibrary.org/itempdf/33371
178,annualreportfory1954united,Annual report for the year ended June 30 ...,1954,120,https://library.si.edu/digital-library/book/annualreportfory1954united,http://www.biodiversitylibrary.org/ia/annualreportfory1954united,https://archive.org/details/annualreportfory1954united,https://www.biodiversitylibrary.org/itempdf/99358
179,annualreportofbo1924smit,Annual report of the Board of Regents of the Smithsonian Institution,1924,678,https://library.si.edu/digital-library/book/annualreportofbo1924smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1924smit,https://archive.org/details/annualreportofbo1924smit,https://www.biodiversitylibrary.org/itempdf/35616
180,annualreportfory1952united,Annual report for the year ended June 30 ...,1952,116,https://library.si.edu/digital-library/book/annualreportfory1952united,http://www.biodiversitylibrary.org/ia/annualreportfory1952united,https://archive.org/details/annualreportfory1952united,https://www.biodiversitylibrary.org/itempdf/99017
181,annualreportofbo1891smitso,Annual report of the Board of Regents of the Smithsonian Institution,1891 [Includes Report USNM],1136,https://library.si.edu/digital-library/book/annualreportofbo1891smitso,http://www.biodiversitylibrary.org/ia/annualreportofbo1891smitso,https://archive.org/details/annualreportofbo1891smitso,https://www.biodiversitylibrary.org/itempdf/51435
182,annualreportofbo1880smith,Annual report of the Board of Regents of the Smithsonian Institution,1880,798,https://library.si.edu/digital-library/book/annualreportofbo1880smith,http://www.biodiversitylibrary.org/ia/annualreportofbo1880smith,https://archive.org/details/annualreportofbo1880smith,https://www.biodiversitylibrary.org/itempdf/33423
183,annualreportofbo1896smit,Annual report of the Board of Regents of the Smithsonian Institution,1896 [Includes Report USNM],1628,https://library.si.edu/digital-library/book/annualreportofbo1896smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1896smit,https://archive.org/details/annualreportofbo1896smit,https://www.biodiversitylibrary.org/itempdf/33496
184,smithsonianyear7273smit,Smithsonian year,1972-73,644,https://library.si.edu/digital-library/book/smithsonianyear7273smit,http://www.biodiversitylibrary.org/ia/smithsonianyear7273smit,https://archive.org/details/smithsonianyear7273smit,https://www.biodiversitylibrary.org/itempdf/83472
185,annualreportofbo1872smit,Annual report of the Board of Regents of the Smithsonian Institution,1872,466,https://library.si.edu/digital-library/book/annualreportofbo1872smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1872smit,https://archive.org/details/annualreportofbo1872smit,https://www.biodiversitylibrary.org/itempdf/33472
186,annualreportofbo1890smith,Annual report of the Board of Regents of the Smithsonian Institution,1890,904,https://library.si.edu/digital-library/book/annualreportofbo1890smith,http://www.biodiversitylibrary.org/ia/annualreportofbo1890smith,https://archive.org/details/annualreportofbo1890smith,https://www.biodiversitylibrary.org/itempdf/33468
187,annualreportofbo1946smit,Annual report of the Board of Regents of the Smithsonian Institution,1946,522,https://library.si.edu/digital-library/book/annualreportofbo1946smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1946smit,https://archive.org/details/annualreportofbo1946smit,https://www.biodiversitylibrary.org/itempdf/53296
188,annualreportfory1953united,Annual report for the year ended June 30 ...,1953,116,https://library.si.edu/digital-library/book/annualreportfory1953united,http://www.biodiversitylibrary.org/ia/annualreportfory1953united,https://archive.org/details/annualreportfory1953united,https://www.biodiversitylibrary.org/itempdf/99129
189,annualreportofbo1920smit,Annual report of the Board of Regents of the Smithsonian Institution,1920,974,https://library.si.edu/digital-library/book/annualreportofbo1920smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1920smit,https://archive.org/details/annualreportofbo1920smit,https://www.biodiversitylibrary.org/itempdf/33444
190,annualreportofb1898smit,Annual report of the Board of Regents of the Smithsonian Institution,1898,824,https://library.si.edu/digital-library/book/annualreportofb1898smit,http://www.biodiversitylibrary.org/ia/annualreportofb1898smit,https://archive.org/details/annualreportofb1898smit,https://www.biodiversitylibrary.org/itempdf/12151
191,annualreportofbo18861smit,Annual report of the Board of Regents of the Smithsonian Institution,1886:pt.1,986,https://library.si.edu/digital-library/book/annualreportofbo18861smit,http://www.biodiversitylibrary.org/ia/annualreportofbo18861smit,https://archive.org/details/annualreportofbo18861smit,https://www.biodiversitylibrary.org/itempdf/33484
192,annualreportofbo1893smit,Annual report of the Board of Regents of the Smithsonian Institution,1893,1124,https://library.si.edu/digital-library/book/annualreportofbo1893smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1893smit,https://archive.org/details/annualreportofbo1893smit,https://www.biodiversitylibrary.org/itempdf/33452
193,annualreportofbo1943smit,Annual report of the Board of Regents of the Smithsonian Institution,1943,792,https://library.si.edu/digital-library/book/annualreportofbo1943smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1943smit,https://archive.org/details/annualreportofbo1943smit,https://www.biodiversitylibrary.org/itempdf/53262
194,annualreportofbo1877smit,Annual report of the Board of Regents of the Smithsonian Institution,1877,516,https://library.si.edu/digital-library/book/annualreportofbo1877smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1877smit,https://archive.org/details/annualreportofbo1877smit,https://www.biodiversitylibrary.org/itempdf/33478
195,annualreportofbo1876smith,Annual report of the Board of Regents of the Smithsonian Institution,1876,544,https://library.si.edu/digital-library/book/annualreportofbo1876smith,http://www.biodiversitylibrary.org/ia/annualreportofbo1876smith,https://archive.org/details/annualreportofbo1876smith,https://www.biodiversitylibrary.org/itempdf/33403
196,annualreportfory1951united,Annual report for the year ended June 30 ...,1951,134,https://library.si.edu/digital-library/book/annualreportfory1951united,http://www.biodiversitylibrary.org/ia/annualreportfory1951united,https://archive.org/details/annualreportfory1951united,https://www.biodiversitylibrary.org/itempdf/99130
197,annualreportofbo1925smit,Annual report of the Board of Regents of the Smithsonian Institution,1925,756,https://library.si.edu/digital-library/book/annualreportofbo1925smit,http://www.biodiversitylibrary.org/ia/annualreportofbo1925smit,https://archive.org/details/annualreportofbo1925smit,https://www.biodiversitylibrary.org/itempdf/33523
